"targetName","kernelName","language","answer","guess","isCorrect"
"gabor-omp","__omp_offloading_10309_2f086a7__Z25generateGaborKernelDeviceijjjdd_l35","OMP","Bandwidth","Compute",False
"mdh-omp","__omp_offloading_10309_2fc4baf__Z14run_gpu_kerneliiiiiPKfS0_S0_S0_S0_S0_S0_S0_ffPf_l89","OMP","Compute","Bandwidth",False
"dwconv-cuda","void conv_depthwise2d_forward_kernel<1, float, float, int>(GenericPackedTensorAccessor<T2, 4, RestrictPtrTraits, int>, GenericPackedTensorAccessor<T2, 4, RestrictPtrTraits, int>, GenericPackedTensorAccessor<T2, 4, RestrictPtrTraits, int>, GenericPackedTensorAccessor<T2, 1, RestrictPtrTraits, int>, bool, T4, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"nqueen-cuda","BP_queens_root_dfs(int, unsigned int, int, const queen_root *, unsigned long long *, unsigned long long *)","CUDA","Bandwidth","Compute",False
"ert-cuda","_Z12block_strideI7__half2TnNSt9enable_ifIXsr3std7is_sameIT_S0_EE5valueEiE4typeELi0EEvjjPS2_","CUDA","Bandwidth","Bandwidth",True
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l852","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l852","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l573","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l573","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l852","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l379","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l852","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l852","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l552","OMP","Compute","Compute",True
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l885","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l885","OMP","Bandwidth","Compute",False
"gmm-omp","__omp_offloading_10309_2f26b62__Z7clusteriiPiiiPf_l716","OMP","Bandwidth","Compute",False
"hogbom-cuda","k_findPeak(const float *, unsigned long, Peak *)","CUDA","Bandwidth","Bandwidth",True
"hogbom-cuda","k_subtractPSF(const float *, int, float *, int, int, int, int, int, int, int, float, float)","CUDA","Bandwidth","Bandwidth",True
"pso-omp","__omp_offloading_10309_2fc566a__Z17kernelUpdatePBestPKfPfS1_i_l45","OMP","Bandwidth","Bandwidth",True
"pso-omp","__omp_offloading_10309_2fc566a__Z20kernelUpdateParticlePfS_PKfS1_iff_l31","OMP","Bandwidth","Bandwidth",True
"zeropoint-cuda","zero_point(const float *, const float *, int, int, int, bool, float *, int *)","CUDA","Bandwidth","Bandwidth",True
"gamma-correction-omp","__omp_offloading_10309_2f086c5_main_l70","OMP","Bandwidth","Compute",False
"qrg-omp","__omp_offloading_10309_2fc569f_main_l154","OMP","Bandwidth","Compute",False
"qrg-omp","__omp_offloading_10309_2fc569f_main_l202","OMP","Bandwidth","Compute",False
"quant-omp","__omp_offloading_10309_2fc5701_main_l119","OMP","Bandwidth","Compute",False
"atomicSystemWide-cuda","atomicKernel(int *, int)","CUDA","Bandwidth","Bandwidth",True
"kalman-cuda","void kalman<8>(const double *, int, const double *, const double *, const double *, const double *, const double *, bool, const double *, int, double *, double *, double *, int, int, double *, bool, double *)","CUDA","Bandwidth","Compute",False
"simpleSpmv-omp","__omp_offloading_10309_2fc5b3a__Z15mv_csr_paralleliimPKmS0_PKfS2_mPfS3__l64","OMP","Bandwidth","Bandwidth",True
"simpleSpmv-omp","__omp_offloading_10309_2fc5b3a__Z22vector_mv_csr_paralleliimPKmS0_PKfS2_mPfS3__l129","OMP","Bandwidth","Bandwidth",True
"simpleSpmv-omp","__omp_offloading_10309_2fc5b3a__Z17mv_dense_paralleliimPKfPfS1__l23","OMP","Bandwidth","Compute",False
"mandelbrot-cuda","mandel(int *, const MandelParameters *, int, int)","CUDA","Compute","Compute",True
"scan2-cuda","prefixSum(float *, const float *, unsigned int)","CUDA","Bandwidth","Compute",False
"scan2-cuda","ScanLargeArrays(float *, const float *, unsigned int, float *)","CUDA","Bandwidth","Bandwidth",True
"scan2-cuda","blockAddition(const float *, float *)","CUDA","Bandwidth","Compute",False
"merge-cuda","void workloadDiagonals<unsigned int>(const T1 *, unsigned int, const T1 *, unsigned int, unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"merge-cuda","void mergeSinglePath<unsigned int, 0, 0>(const T1 *, unsigned int, const T1 *, unsigned int, const unsigned int *, T1 *, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"cfd-omp","__omp_offloading_10309_2f04896__Z20initialize_variablesiPfS__l157","OMP","Bandwidth","Bandwidth",True
"cfd-omp","__omp_offloading_10309_2f04896__Z4copyPfPKfi_l112","OMP","Bandwidth","Bandwidth",True
"cfd-omp","__omp_offloading_10309_2f04896__Z17initialize_bufferPffi_l146","OMP","Bandwidth","Bandwidth",True
"cfd-omp","__omp_offloading_10309_2f04896__Z12compute_fluxiPiPfS0_S0_S0_6Float3S1_S1_S1__l200","OMP","Bandwidth","Compute",False
"cfd-omp","__omp_offloading_10309_2f04896__Z19compute_step_factoriPfS_S__l167","OMP","Bandwidth","Compute",False
"cfd-omp","__omp_offloading_10309_2f04896__Z9time_stepiiPKfPfS0_S0__l345","OMP","Bandwidth","Compute",False
"threadfence-cuda","sum(const float *, int, unsigned int *, volatile float *)","CUDA","Bandwidth","Bandwidth",True
"pitch-cuda","parallelSimple2DAccess(float *, int, int)","CUDA","Bandwidth","Bandwidth",True
"pitch-cuda","parallelPitched2DAccess(float *, unsigned long, int, int)","CUDA","Bandwidth","Bandwidth",True
"pitch-cuda","parallelSimple3DAccess(float *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"pitch-cuda","parallelPitched3DAccess(cudaPitchedPtr, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"adv-omp","__omp_offloading_10309_2f04194_main_l72","OMP","Bandwidth","Bandwidth",True
"mask-omp","__omp_offloading_10309_2fc4ac4__Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l139","OMP","Bandwidth","Bandwidth",True
"mask-omp","__omp_offloading_10309_2fc4ac4__Z15upperMaskKernelIiEviiiPKT_S0_PS0__l87","OMP","Bandwidth","Bandwidth",True
"mask-omp","__omp_offloading_10309_2fc4ac4__Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l165","OMP","Bandwidth","Bandwidth",True
"mask-omp","__omp_offloading_10309_2fc4ac4__Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l113","OMP","Bandwidth","Bandwidth",True
"mask-omp","__omp_offloading_10309_2fc4ac4__Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l24","OMP","Bandwidth","Bandwidth",True
"mask-omp","__omp_offloading_10309_2fc4ac4__Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l55","OMP","Bandwidth","Bandwidth",True
"mixbench-cuda","benchmark_func(float *, int)","CUDA","Bandwidth","Bandwidth",True
"che-omp","__omp_offloading_10309_2f0493a__Z17chemicalPotentialPA256_A256_KdPA256_A256_dddddddd_l110","OMP","Bandwidth","Compute",False
"che-omp","__omp_offloading_10309_2f0493a__Z12cahnHilliardPA256_A256_dPA256_A256_KdS5_ddddd_l159","OMP","Bandwidth","Bandwidth",True
"che-omp","__omp_offloading_10309_2f0493a__Z25localFreeEnergyFunctionalPA256_A256_KdPA256_A256_dddddddd_l135","OMP","Bandwidth","Compute",False
"che-omp","__omp_offloading_10309_2f0493a__Z4SwapPA256_A256_dS1__l171","OMP","Bandwidth","Bandwidth",True
"pool-omp","__omp_offloading_10309_2fc55e6__Z16KernelPool2DGradI11AvgPoolGradIfEfEviPKT0_S4_S4_iiiiiiiiiiiT_bPS2_b_l51","OMP","Bandwidth","Bandwidth",True
"backprop-omp","__omp_offloading_10309_2f0446a__Z17bpnn_train_kernelP4BPNNPfS1__l139","OMP","Bandwidth","Compute",False
"backprop-omp","__omp_offloading_10309_2f0446a__Z17bpnn_train_kernelP4BPNNPfS1__l139","OMP","Bandwidth","Compute",False
"columnarSolver-omp","__omp_offloading_10309_2f04ae1_main_l102","OMP","Bandwidth","Compute",False
"knn-cuda","cuInsertionSort(float *, int *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"knn-cuda","cuComputeDistanceGlobal(const float *, int, const float *, int, int, float *)","CUDA","Compute","Compute",True
"knn-cuda","cuParallelSqrt(float *, int, int)","CUDA","Bandwidth","Compute",False
"s8n-omp","__omp_offloading_10309_2fc599d__Z13k_cube_selectiiiPKiPi_l10","OMP","Bandwidth","Bandwidth",True
"s8n-omp","__omp_offloading_10309_2fc599d__Z18k_cube_select_fouriiiPKiPi_l91","OMP","Bandwidth","Compute",False
"s8n-omp","__omp_offloading_10309_2fc599d__Z17k_cube_select_twoiiiPKiPi_l45","OMP","Bandwidth","Compute",False
"reaction-omp","__omp_offloading_10309_2fc578a__Z6updatePfS_PKfS1_S1_S1_jf_l328","OMP","Bandwidth","Compute",False
"reaction-omp","__omp_offloading_10309_2fc578a__Z22derivative_x2_zerofluxPKfPfjjjj_l79","OMP","Bandwidth","Bandwidth",True
"reaction-omp","__omp_offloading_10309_2fc578a__Z19reaction_gray_scottPKfS0_PfS1_jff_l13","OMP","Bandwidth","Compute",False
"reaction-omp","__omp_offloading_10309_2fc578a__Z22derivative_y2_zerofluxPKfPfjjjj_l169","OMP","Bandwidth","Bandwidth",True
"reaction-omp","__omp_offloading_10309_2fc578a__Z22derivative_z2_zerofluxPKfPfjjjj_l259","OMP","Bandwidth","Bandwidth",True
"reaction-omp","__omp_offloading_10309_2fc578a__Z19construct_laplacianPfPKfS1_S1_jf_l302","OMP","Bandwidth","Bandwidth",True
"hellinger-cuda","hellinger(const float *, const float *, float *, int, int, int)","CUDA","Bandwidth","Compute",False
"attentionMultiHead-cuda","mha(const float *, const float *, const float *, int, int, int, int, int, float, int, float *)","CUDA","Bandwidth","Compute",False
"resize-cuda","void resize<unsigned char, 8>(T1 *, unsigned long, int, int, const T1 *, int, int, float, float, bool, bool)","CUDA","Bandwidth","Bandwidth",True
"resize-cuda","void resize_bilinear<unsigned char, 8>(T1 *, unsigned long, int, int, const T1 *, int, int, float, float, bool)","CUDA","Bandwidth","Bandwidth",True
"vol2col-cuda","void col2vol_kernel<float, float>(unsigned long, const T1 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T1 *)","CUDA","Bandwidth","Bandwidth",True
"vol2col-cuda","void vol2col_kernel<float>(unsigned long, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *)","CUDA","Bandwidth","Bandwidth",True
"hellinger-omp","__omp_offloading_10309_2f28585_main_l79","OMP","Bandwidth","Compute",False
"ace-cuda","boundaryConditionsPhi(double (*)[400][400])","CUDA","Bandwidth","Bandwidth",True
"ace-cuda","boundaryConditionsU(double (*)[400][400], double)","CUDA","Bandwidth","Bandwidth",True
"ace-cuda","swapGrid(double (*)[400][400], double (*)[400][400])","CUDA","Bandwidth","Bandwidth",True
"ace-cuda","calculateForce(double (*)[400][400], double (*)[400][400], double (*)[400][400], double (*)[400][400], double, double, double, double, double, double)","CUDA","Bandwidth","Compute",False
"ace-cuda","thermalEquation(double (*)[400][400], double (*)[400][400], double (*)[400][400], double (*)[400][400], double, double, double, double, double)","CUDA","Bandwidth","Compute",False
"ace-cuda","allenCahn(double (*)[400][400], double (*)[400][400], double (*)[400][400], double (*)[400][400], double (*)[400][400], double (*)[400][400], double, double, double, double, double, double, double, double)","CUDA","Bandwidth","Compute",False
"nw-cuda","kernel2(int *, const int *, int, int, int, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"nw-cuda","kernel1(int *, const int *, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"boxfilter-omp","__omp_offloading_10309_2f04667__Z12BoxFilterGPUPjS_S_jjiff_l127","OMP","Bandwidth","Bandwidth",True
"boxfilter-omp","__omp_offloading_10309_2f04667__Z12BoxFilterGPUPjS_S_jjiff_l174","OMP","Bandwidth","Bandwidth",True
"intrinsics-cast-cuda","cast1_intrinsics(int, const double *, long long *)","CUDA","Bandwidth","Compute",False
"intrinsics-cast-cuda","cast2_intrinsics(int, const long long *, long long *)","CUDA","Bandwidth","Compute",False
"inversek2j-cuda","invkin_kernel(const float *, const float *, float *, int)","CUDA","Bandwidth","Compute",False
"adamw-cuda","void fused_4bit_kernel<float>(T1 *, const T1 *, T1 *, T1 *, signed char *, signed char *, float, float, float, float, float, float, long, float, float, float, float, float, float)","CUDA","Bandwidth","Compute",False
"heartwall-omp","__omp_offloading_10309_2f284ff__Z18kernel_gpu_wrapper13params_commonPiS0_S0_S0_S0_S0_S0_S0_P5avi_t_l482","OMP","Bandwidth","Compute",False
"urng-omp","__omp_offloading_10309_2fc6197_main_l97","OMP","Bandwidth","Compute",False
"sobel-cuda","sobel_filter(const uchar4 *, uchar4 *, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"depixel-cuda","check_connect(const float3 *, unsigned int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"depixel-cuda","check_connect(const float3 *, unsigned int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"lr-cuda","rsquared(const float2 *, float, float2, float2 *)","CUDA","Bandwidth","Compute",False
"lr-cuda","linear_regression(const float2 *, float4 *)","CUDA","Bandwidth","Compute",False
"intrinsics-simd-cuda","simd_intrinsics(int, const unsigned int *, unsigned int *)","CUDA","Bandwidth","Compute",False
"dxtc2-cuda","compress(const unsigned int *, const unsigned int *, uint2 *, int)","CUDA","Compute","Compute",True
"gru-cuda","void gru_cell_forward<__half, float, int>(T1 *, T1 *, T1 *, T1 *, T1 *, T1 *, T1 *, T3, T3)","CUDA","Bandwidth","Compute",False
"recursiveGaussian-cuda","Transpose(const unsigned int *, unsigned int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"recursiveGaussian-cuda","RecursiveRGBA(const unsigned int *, unsigned int *, int, int, float, float, float, float, float, float, float, float)","CUDA","Bandwidth","Compute",False
"ans-cuda","phase2_synchronise_blocks(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int *, const unsigned int *, uint4 *, unsigned char *, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"ans-cuda","phase4_decode_write_output(unsigned int, unsigned int, unsigned int, unsigned int *, unsigned char *, unsigned int, const unsigned int *, const uint4 *, unsigned int, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"ans-cuda","phase3_copy_num_symbols_from_aux_to_sync_points(unsigned int, uint4 *, const unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"ans-cuda","phase1_decode_subseq(unsigned int, unsigned int, unsigned int, unsigned int *, const unsigned int *, uint4 *, unsigned int, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"ans-cuda","phase3_copy_num_symbols_from_sync_points_to_aux(unsigned int, const uint4 *, unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"zerocopy-cuda","vectorAddGPU(float *, float *, float *, int)","CUDA","Compute","Bandwidth",False
"log2-omp","__omp_offloading_10309_2fc4823__Z11log2_approxRSt6vectorIfSaIfEES2_RS_IiSaIiEEiii_l75","OMP","Bandwidth","Compute",False
"rotary-cuda","void unrolled_elementwise_kernel_for_multi_outputs<2, lambda(float, float, float, float) (instance 1)], Array<char *, 6>, TrivialOffsetCalculator<4, unsigned int>, TrivialOffsetCalculator<2, unsigned int>>(int, T2, T3, T4, T5)","CUDA","Bandwidth","Bandwidth",True
"accuracy-cuda","accuracy_kernel(int, int, int, const float *, const int *, int *)","CUDA","Bandwidth","Compute",False
"chacha20-omp","__omp_offloading_10309_2f048c7_main_l87","OMP","Bandwidth","Bandwidth",True
"chacha20-omp","__omp_offloading_10309_2f048c7__Z15test_keystreamsPKcS0_S0_PKhPhS3_S3_S3_iii_l30","OMP","Bandwidth","Bandwidth",True
"car-omp","__omp_offloading_10309_2f04763__Z3carPKfS0_S0_S0_Pf6paramsiim_l35","OMP","Bandwidth","Bandwidth",True
"f16sp-cuda","scalarProductKernel_native2_fp32(const __half2 *, const __half2 *, float *, unsigned long)","CUDA","Bandwidth","Compute",False
"f16sp-cuda","scalarProductKernel_native_fp32(const __half2 *, const __half2 *, float *, unsigned long)","CUDA","Bandwidth","Compute",False
"f16sp-cuda","scalarProductKernel_intrinsics(const __half2 *, const __half2 *, float *, unsigned long)","CUDA","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z19kernel_compressDataPKiPKlPKcPjPii_l55","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z19kernel_createIndex7PKcPKiPKlPtS5_PlPii_l261","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z17kernel_cleanTablePKlPKtS2_S0_Pti_l405","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z17kernel_cleanTablePKlPKtS2_S0_Pti_l405","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z19kernel_baseToNumberPcl_l4","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z12kernel_magicfPKiS0_Piii_l423","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z12kernel_magicfPKiS0_Piii_l423","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z20updateRepresentativePiS_i_l362","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z16kernel_makeTablePKlPKtS2_S0_Pti_l384","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z19kernel_createCutofffiPKiPlPii_l315","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z13kernel_filterfiPKiPKlPKtS4_S2_S0_PiS4_i_l476","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z17kernel_mergeIndexPKlPKtPtS0_i_l332","OMP","Bandwidth","Compute",False
"deredundancy-omp","__omp_offloading_10309_2f069aa__Z12kernel_alignfPKiPKlPKjS0_iPii_l520","OMP","Bandwidth","Compute",False
"pcc-cuda","ker2(const float *, float *, int, int)","CUDA","Bandwidth","Bandwidth",True
"gc-cuda","runLarge(int, const int *, const int *, int *, int *, volatile int *, const int *, const int *)","CUDA","Bandwidth","Bandwidth",True
"gc-cuda","runSmall(int, const int *, const int *, volatile int *, int *)","CUDA","Bandwidth","Bandwidth",True
"gc-cuda","init(int, int, const int *, const int *, int *, int *, int *, int *, int *, int *)","CUDA","Bandwidth","Bandwidth",True
"haversine-cuda","compute_haversine_distance(const double4 *, double *, int)","CUDA","Bandwidth","Compute",False
"lif-cuda","lif(int, int, float, const float *, float *, float *, float, float, const float *, const float *, float *)","CUDA","Bandwidth","Compute",False
"fpc-omp","__omp_offloading_10309_2f085dd__Z3fpcPKmPjii_l127","OMP","Bandwidth","Bandwidth",True
"fpc-omp","__omp_offloading_10309_2f085dd__Z4fpc2PKmPjii_l189","OMP","Bandwidth","Bandwidth",True
"word2vec-cuda","device_memset(float *, int)","CUDA","Bandwidth","Bandwidth",True
"word2vec-cuda","device_cbow(int, int, int, int, int, int, int, const int *, const int *, float *, float *, unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"lfib4-cuda","colYGPU(unsigned int *, int)","CUDA","Bandwidth","Compute",False
"lfib4-cuda","lastEntGPU(unsigned int *, unsigned int *, int, int)","CUDA","Bandwidth","Compute",False
"lfib4-cuda","firstColGPU(unsigned int *, int)","CUDA","Bandwidth","Compute",False
"stencil1d-cuda","stencil_1d(const int *, int *)","CUDA","Bandwidth","Bandwidth",True
"wsm5-omp","__omp_offloading_10309_2fc62a7__Z3wsmPfPKfS_S_S_S_S_S1_S1_S1_S_S_S_S_S_fiiiiiiiiiiiiiiiiiiii_l31","OMP","Compute","Bandwidth",False
"prefetch-cuda","add(int, const float *, float *)","CUDA","Bandwidth","Compute",False
"md5hash-omp","__omp_offloading_10309_2fc4b95__Z21FindKeyWithDigest_GPUPKjiiPiPhPj_l378","OMP","Bandwidth","Compute",False
"tonemapping-omp","__omp_offloading_10309_2fc601f__Z10runKernelsPKfPfffffjjj_l46","OMP","Bandwidth","Bandwidth",True
"randomAccess-cuda","update(unsigned long long *, unsigned long long *, unsigned long long)","CUDA","Bandwidth","Bandwidth",True
"randomAccess-cuda","initTable(unsigned long long *, unsigned long long)","CUDA","Bandwidth","Bandwidth",True
"doh-omp","__omp_offloading_10309_2f06b20__Z18hessian_matrix_detPKfiifPf_l125","OMP","Bandwidth","Compute",False
"doh-omp","__omp_offloading_10309_2f06b20__Z18hessian_matrix_detPKfiifPf_l125","OMP","Bandwidth","Compute",False
"conversion-cuda","void cvt<__half, __nv_bfloat16>(T1 *, const T2 *, int)","CUDA","Bandwidth","Bandwidth",True
"bsw-cuda","sequence_aa_kernel(bool, const char *, const char *, const unsigned int *, const unsigned int *, short *, short *, short *, short *, short *, short, short, const short *, const short *)","CUDA","Bandwidth","Bandwidth",True
"md5hash-cuda","md5hash_kernel(int *, unsigned char *, unsigned int *, int, int, int, unsigned int, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"lda-omp","__omp_offloading_10309_2fc44b2__Z11EstepKernelILi500ELi256ELi4000EEvPKiS1_PKbPKfbiiiiS5_S5_PfS6_S6_S6_S6_Pi_l55","OMP","Compute","Bandwidth",False
"cfd-cuda","initialize_variables(int, float *, const float *)","CUDA","Bandwidth","Bandwidth",True
"cfd-cuda","compute_flux(int, int *, float *, float *, float *, float *, Float3 *, Float3 *, Float3 *, Float3 *)","CUDA","Bandwidth","Compute",False
"cfd-cuda","initialize_buffer(float *, float, int)","CUDA","Bandwidth","Bandwidth",True
"cfd-cuda","compute_step_factor(int, float *, float *, float *)","CUDA","Bandwidth","Compute",False
"cfd-cuda","time_step(int, int, const float *, float *, const float *, const float *)","CUDA","Bandwidth","Compute",False
"ss-cuda","StringSearchLoadBalance(const unsigned char *, unsigned int, const unsigned char *, unsigned int, unsigned int *, unsigned int *, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"myocyte-cuda","kernel(int, float *, float *, float *, float *)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","calcMonotonicQForElems(const int *, const double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const int *, const int *, const int *, const int *, const int *, const int *, const double *, double, double, double, double, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","calcPositionForNodes(double *, double *, double *, const double *, const double *, const double *, double, int)","CUDA","Bandwidth","Compute",False
"lulesh-cuda","collect_final_force(const double *, const double *, const double *, double *, double *, double *, const int *, const int *, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","fb(const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, double *, double *, double *, double, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","calcStrainRates(double *, double *, double *, const double *, double *, int *, int)","CUDA","Bandwidth","Compute",False
"lulesh-cuda","applyMaterialPropertiesForElems(const double *, const double *, const double *, const int *, const int *, double *, double *, double *, double *, double *, double *, double, double, double, double, double, double, double, double, double, double, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","calcVelocityForNodes(double *, double *, double *, const double *, const double *, const double *, double, double, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","fill_sig(double *, double *, double *, const double *, const double *, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","calcKinematicsForElems(const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, const double *, double *, double *, double *, double *, double *, double *, double, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","calcMonotonicQGradientsForElems(const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, double *, double *, double *, double *, double *, double *, const double *, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","applyAccelerationBoundaryConditionsForNodes(const int *, const int *, const int *, double *, double *, double *, int, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","hgc(double *, double *, double *, double *, double *, double *, double *, const double *, const double *, const double *, const int *, const double *, const double *, int *, int)","CUDA","Bandwidth","Compute",False
"lulesh-cuda","accelerationForNode(const double *, const double *, const double *, const double *, double *, double *, double *, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","integrateStress(double *, double *, double *, const double *, const double *, const double *, const int *, const double *, const double *, const double *, double *, int)","CUDA","Bandwidth","Bandwidth",True
"lulesh-cuda","acc_final_force(const double *, const double *, const double *, double *, double *, double *, const int *, const int *, int)","CUDA","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIfcEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIhfEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIhfEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIchEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIchEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIiiEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIicEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIihEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIhcEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIfiEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIcfEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIifEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIhcEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIhhEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIciEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIccEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIfhEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIcfEvii_l20","OMP","Bandwidth","Bandwidth",True
